565,"EquipmentMod.grade.2.message","Electrolytic Injection"
566,"EquipmentMod.grade.10.message","Adrenalized"
567,"EquipmentMod.grade.7.message","Smart HUD"
568,"EquipmentMod.grade.9.message","Laser Target"
569,"EquipmentMod.grade.1.message","Energised"
570,"EquipmentMod.grade.1.message","Life Support"
571,"EquipmentMod.grade.5.message","Resuscitating"
572,"EquipmentMod.grade.10.message","Rapid Resuscitating"
573,"EquipmentMod.grade.5.message","Empowered"
574,"EquipmentMod.grade.7.message","Fire Proof"
575,"EquipmentMod.grade.5.message","Fire Proof"
576,"EquipmentMod.grade.8.message","Extra Nimble"
577,"EquipmentMod.grade.7.message","Tissue Repair"
578,"EquipmentMod.grade.8.message","Electrified"
579,"EquipmentMod.grade.10.message","Plasma Coated"
580,"EquipmentMod.grade.5.message","Revitalising"
581,"EquipmentMod.grade.1.message","Invigorating"
582,"EquipmentMod.grade.5.message","Machine Assisted"
583,"EquipmentMod.grade.6.message","Tissue Repair"
584,"EquipmentMod.grade.4.message","Swift"
585,"EquipmentMod.grade.1.message","Target Assist"
586,"EquipmentMod.grade.7.message","Smart Target"
587,"EquipmentMod.grade.8.message","Resuscitating"
588,"EquipmentMod.grade.2.message","Nimble"
589,"EquipmentMod.grade.6.message","Fire Proof"
590,"EquipmentMod.grade.2.message","Heat Resistant"
591,"EquipmentMod.grade.9.message","Heat Impervious"
592,"EquipmentMod.grade.5.message","Fortified"
593,"EquipmentMod.grade.10.message","Heat Impervious"
594,"EquipmentMod.grade.8.message","Revitalising"
595,"EquipmentMod.grade.1.message","Nimble"
596,"EquipmentMod.grade.5.message","Extra Nimble"
597,"EquipmentMod.grade.7.message","Electrified"
598,"EquipmentMod.grade.6.message","Empowered"
599,"EquipmentMod.grade.10.message","Dexterity Enhanced"
600,"EquipmentMod.grade.8.message","Tissue Repair"
601,"EquipmentMod.grade.2.message","Reinforced"
602,"EquipmentMod.grade.2.message","Steralizing"
603,"EquipmentMod.grade.7.message","Toxin Proof"
604,"EquipmentMod.grade.9.message","Plasma Coated"
605,"EquipmentMod.grade.3.message","Steralizing"
606,"EquipmentMod.grade.5.message","Electrified"
607,"EquipmentMod.grade.8.message","Machine Assisted"
608,"EquipmentMod.grade.1.message","Steralizing"
609,"EquipmentMod.grade.3.message","Razored"
610,"EquipmentMod.grade.3.message","Swift"
611,"EquipmentMod.grade.9.message","Machine Augmented"
612,"EquipmentMod.grade.4.message","Life Support"
613,"EquipmentMod.grade.7.message","Fortified"
614,"EquipmentMod.grade.6.message","Smart Target"
615,"EquipmentMod.grade.3.message","Reinforced"
616,"EquipmentMod.grade.5.message","Body Fueling"
617,"EquipmentMod.grade.10.message","Laser Target"
618,"EquipmentMod.grade.3.message","Target Assist"
619,"EquipmentMod.grade.8.message","Smart Target"
620,"EquipmentMod.grade.2.message","Swift"
621,"EquipmentMod.grade.5.message","Tissue Repair"
622,"EquipmentMod.grade.10.message","Machine Augmented"
623,"EquipmentMod.grade.6.message","Electrified"
624,"EquipmentMod.grade.1.message","Razored"
625,"EquipmentMod.grade.2.message","Razored"
626,"EquipmentMod.grade.9.message","Hazchem Enabled"
627,"EquipmentMod.grade.4.message","Focused"
628,"EquipmentMod.grade.2.message","Invigorating"
629,"EquipmentMod.grade.10.message","Nanobot Repair"
630,"EquipmentMod.grade.3.message","Nimble"
631,"EquipmentMod.grade.6.message","Machine Assisted"
632,"EquipmentMod.grade.4.message","Auto First Aid"
633,"EquipmentMod.grade.7.message","Machine Assisted"
634,"EquipmentMod.grade.7.message","Body Fueling"
635,"EquipmentMod.grade.10.message","Ultra Fortified"
636,"EquipmentMod.grade.9.message","Rapid Resuscitating"
637,"EquipmentMod.grade.6.message","Body Fueling"
638,"EquipmentMod.grade.3.message","Energised"
639,"EquipmentMod.grade.8.message","Smart HUD"
640,"EquipmentMod.grade.5.message","Toxin Proof"
641,"EquipmentMod.grade.3.message","Heat Resistant"
642,"EquipmentMod.grade.9.message","Dexterity Enhanced"
643,"EquipmentMod.grade.2.message","Energised"
644,"EquipmentMod.grade.6.message","Resuscitating"
645,"EquipmentMod.grade.4.message","Reinforced"
646,"EquipmentMod.grade.7.message","Resuscitating"
647,"EquipmentMod.grade.8.message","Body Fueling"
648,"EquipmentMod.grade.6.message","Revitalising"
649,"EquipmentMod.grade.6.message","Extra Nimble"
650,"EquipmentMod.grade.6.message","Fortified"
651,"EquipmentMod.grade.5.message","Smart Target"
652,"EquipmentMod.grade.4.message","Energised"
653,"EquipmentMod.grade.4.message","Electrolytic Injection"
654,"EquipmentMod.grade.9.message","Body Optimizing"
655,"EquipmentMod.grade.7.message","Revitalising"
656,"EquipmentMod.grade.9.message","Adrenalized"
657,"EquipmentMod.grade.2.message","Focused"
658,"EquipmentMod.grade.3.message","Focused"
659,"EquipmentMod.grade.4.message","Target Assist"
660,"EquipmentMod.grade.1.message","Heat Resistant"
661,"EquipmentMod.grade.6.message","Toxin Proof"
662,"EquipmentMod.grade.2.message","Auto First Aid"
663,"EquipmentMod.grade.6.message","Smart HUD"
664,"EquipmentMod.grade.3.message","Auto First Aid"
665,"EquipmentMod.grade.2.message","Target Assist"
666,"EquipmentMod.grade.7.message","Extra Nimble"
667,"EquipmentMod.grade.10.message","Hyper Empowered"
668,"EquipmentMod.grade.2.message","Life Support"
669,"EquipmentMod.grade.3.message","Invigorating"
670,"EquipmentMod.grade.9.message","Hyper Empowered"
671,"EquipmentMod.grade.4.message","Invigorating"
672,"EquipmentMod.grade.8.message","Toxin Proof"
673,"EquipmentMod.grade.9.message","Optimized Target"
674,"EquipmentMod.grade.10.message","Body Optimizing"
675,"EquipmentMod.grade.3.message","Life Support"
676,"EquipmentMod.grade.9.message","Ultra Fortified"
677,"EquipmentMod.grade.4.message","Nimble"
678,"EquipmentMod.grade.8.message","Fire Proof"
679,"EquipmentMod.grade.1.message","Electrolytic Injection"
680,"EquipmentMod.grade.1.message","Swift"
681,"EquipmentMod.grade.1.message","Reinforced"
682,"EquipmentMod.grade.4.message","Steralizing"
683,"EquipmentMod.grade.10.message","Hazchem Enabled"
684,"EquipmentMod.grade.5.message","Smart HUD"
685,"EquipmentMod.grade.1.message","Auto First Aid"
686,"EquipmentMod.grade.8.message","Empowered"
687,"EquipmentMod.grade.4.message","Heat Resistant"
688,"EquipmentMod.grade.1.message","Focused"
689,"EquipmentMod.grade.7.message","Empowered"
690,"EquipmentMod.grade.8.message","Fortified"
691,"EquipmentMod.grade.4.message","Razored"
692,"EquipmentMod.grade.3.message","Electrolytic Injection"
693,"EquipmentMod.grade.9.message","Nanobot Repair"
694,"EquipmentMod.grade.10.message","Optimized Target"
695,"Equipment mod.column heading","reload time (tr)"
696,"Equipment mod.name","clip size (c)"
697,"Equipment mod.details","Capacity"
698,"Equipment mod.name","spread (s)"
699,"Equipment mod.details","Tenacious"
700,"Equipment mod.column heading","dot damage"
701,"Equipment mod.details","Automatic"
702,"Equipment mod.details","Skeletonized"
703,"Equipment mod.name","pierce (p)"
704,"Equipment mod.name","range (n)"
705,"Equipment mod.column heading","movement penalty (m)"
706,"Equipment mod.details","Deadly"
707,"Equipment mod.name","dot damage"
708,"Equipment mod.name","automatic(u)"
709,"Equipment mod.details","Race Modded"
710,"Equipment mod.name","damage (d)"
711,"Equipment mod.column heading","spread (not shotgun or cone weapon)"
712,"Equipment mod.column heading","range (n)"
713,"Equipment mod.column heading","clip size (c)"
714,"Equipment mod.column heading","automatic(u)"
715,"Equipment mod.column heading","projectile speed"
716,"Equipment mod.column heading","rate of fire (r)"
717,"Equipment mod.name","rate of fire (r)"
718,"Equipment mod.details","Pinpoint"
719,"Equipment mod.name","aoe (a)"
720,"Equipment mod.details","Accelerated"
721,"Equipment mod.details","Piercing"
722,"Equipment mod.name","projectile speed"
723,"Equipment mod.column heading","aoe (if applicable)"
724,"Equipment mod.name","reload time (tr)"
725,"Equipment mod.column heading","damage (d)"
726,"Equipment mod.name","movement penalty (m)"
727,"Equipment mod.details","Enlarged"
728,"Equipment mod.details","Overclocked"
729,"Equipment mod.column heading","pierce (p)"
730,"Equipment mod.details","Enhanced Range"
731,"WeaponMod.grade.1.message","Not set"
732,"WeaponMod.grade.8.message","Not set"
733,"WeaponMod.grade.10.message","Not set"
734,"WeaponMod.grade.1.message","Not set"
735,"WeaponMod.grade.6.message","Not set"
736,"WeaponMod.grade.10.message","Not set"
737,"WeaponMod.grade.4.message","Not set"
738,"WeaponMod.grade.9.message","Not set"
739,"WeaponMod.grade.2.message","Not set"
740,"WeaponMod.grade.7.message","Not set"
741,"WeaponMod.grade.1.message","Not set"
742,"WeaponMod.grade.2.message","Not set"
743,"WeaponMod.grade.5.message","Not set"
744,"WeaponMod.grade.7.message","Not set"
745,"WeaponMod.grade.2.message","Not set"
746,"WeaponMod.grade.3.message","Not set"
747,"WeaponMod.grade.3.message","Not set"
748,"WeaponMod.grade.3.message","Not set"
749,"WeaponMod.grade.6.message","Not set"
750,"WeaponMod.grade.1.message","Not set"
751,"WeaponMod.grade.9.message","Not set"
752,"WeaponMod.grade.8.message","Not set"
753,"WeaponMod.grade.4.message","Not set"
754,"WeaponMod.grade.9.message","Not set"
755,"WeaponMod.grade.8.message","Not set"
756,"WeaponMod.grade.4.message","Not set"
757,"WeaponMod.grade.9.message","Not set"
758,"WeaponMod.grade.2.message","Not set"
759,"WeaponMod.grade.5.message","Not set"
760,"WeaponMod.grade.4.message","Not set"
761,"WeaponMod.grade.4.message","Not set"
762,"WeaponMod.grade.10.message","Not set"
763,"WeaponMod.grade.5.message","Not set"
764,"WeaponMod.grade.10.message","Not set"
765,"WeaponMod.grade.1.message","Not set"
766,"WeaponMod.grade.8.message","Not set"
767,"WeaponMod.grade.1.message","Not set"
768,"WeaponMod.grade.3.message","Not set"
769,"WeaponMod.grade.4.message","Not set"
770,"WeaponMod.grade.3.message","Not set"
771,"WeaponMod.grade.9.message","Not set"
772,"WeaponMod.grade.6.message","Not set"
773,"WeaponMod.grade.2.message","Not set"
774,"WeaponMod.grade.7.message","Not set"
775,"WeaponMod.grade.5.message","Not set"
776,"WeaponMod.grade.6.message","Not set"
777,"WeaponMod.grade.5.message","Not set"
778,"WeaponMod.grade.10.message","Not set"
779,"WeaponMod.grade.5.message","Not set"
780,"WeaponMod.grade.4.message","Not set"
781,"WeaponMod.grade.6.message","Not set"
782,"WeaponMod.grade.1.message","Not set"
783,"WeaponMod.grade.3.message","Not set"
784,"WeaponMod.grade.6.message","Not set"
785,"WeaponMod.grade.8.message","Not set"
786,"WeaponMod.grade.9.message","Not set"
787,"WeaponMod.grade.10.message","Not set"
788,"WeaponMod.grade.7.message","Not set"
789,"WeaponMod.grade.5.message","Not set"
790,"WeaponMod.grade.7.message","Not set"
791,"WeaponMod.grade.7.message","Not set"
792,"WeaponMod.grade.9.message","Not set"
793,"WeaponMod.grade.9.message","Not set"
794,"WeaponMod.grade.6.message","Not set"
795,"WeaponMod.grade.2.message","Not set"
796,"WeaponMod.grade.6.message","Not set"
797,"WeaponMod.grade.7.message","Not set"
798,"WeaponMod.grade.1.message","Not set"
799,"WeaponMod.grade.9.message","Not set"
800,"WeaponMod.grade.10.message","Not set"
801,"WeaponMod.grade.4.message","Not set"
802,"WeaponMod.grade.5.message","Not set"
803,"WeaponMod.grade.2.message","Not set"
804,"WeaponMod.grade.8.message","Not set"
805,"WeaponMod.grade.8.message","Not set"
806,"WeaponMod.grade.6.message","Not set"
807,"WeaponMod.grade.5.message","Not set"
808,"WeaponMod.grade.3.message","Not set"
809,"WeaponMod.grade.6.message","Not set"
810,"WeaponMod.grade.7.message","Not set"
811,"WeaponMod.grade.1.message","Not set"
812,"WeaponMod.grade.6.message","Not set"
813,"WeaponMod.grade.2.message","Not set"
814,"WeaponMod.grade.9.message","Not set"
815,"WeaponMod.grade.8.message","Not set"
816,"WeaponMod.grade.3.message","Not set"
817,"WeaponMod.grade.4.message","Not set"
818,"WeaponMod.grade.9.message","Not set"
819,"WeaponMod.grade.2.message","Not set"
820,"WeaponMod.grade.1.message","Not set"
821,"WeaponMod.grade.8.message","Not set"
822,"WeaponMod.grade.4.message","Not set"
823,"WeaponMod.grade.4.message","Not set"
824,"WeaponMod.grade.8.message","Not set"
825,"WeaponMod.grade.7.message","Not set"
826,"WeaponMod.grade.10.message","Not set"
827,"WeaponMod.grade.3.message","Not set"
828,"WeaponMod.grade.10.message","Not set"
829,"WeaponMod.grade.7.message","Not set"
830,"WeaponMod.grade.7.message","Not set"
831,"WeaponMod.grade.7.message","Not set"
832,"WeaponMod.grade.2.message","Not set"
833,"WeaponMod.grade.8.message","Not set"
834,"WeaponMod.grade.4.message","Not set"
835,"WeaponMod.grade.10.message","Not set"
836,"WeaponMod.grade.1.message","Not set"
837,"WeaponMod.grade.5.message","Not set"
838,"WeaponMod.grade.10.message","Not set"
839,"WeaponMod.grade.6.message","Not set"
840,"WeaponMod.grade.8.message","Not set"
841,"WeaponMod.grade.3.message","Not set"
842,"WeaponMod.grade.3.message","Not set"
843,"WeaponMod.grade.2.message","Not set"
844,"WeaponMod.grade.9.message","Not set"
845,"WeaponMod.grade.3.message","Not set"
846,"WeaponMod.grade.2.message","Not set"
847,"WeaponMod.grade.5.message","Not set"
848,"WeaponMod.grade.1.message","Not set"
849,"WeaponMod.grade.10.message","Not set"
850,"WeaponMod.grade.5.message","Not set"
